id,gender,age,visual_vividness,view_duration,lights,computer,emotion,hallucination_categorical,hallucination_description,emerge_time,hallucination_frequency,hallucination_intensity,hallucination_duration,consciousness_change,consciousness_description,hallucination_location,percent_missing,auditory_strength,gustatory_strength,haptic_strength,interoceptive_strength,olfactory_strength,visual_strength,foot_strength,hand_strength,head_strength,mouth_strength,torso_strength,perceptual_strength,action_strength,sensorimotor_strength,visual_vividness_z,description_length,visual_vividness_cat,visual_vividness_cat_reordered,visual_vividness_cat_reordered_codes,visual_vividness_cat_codes,visual_vividness_bicat
2888,Female,19,2,10min.,Yes,Mobile phone,"Somewhat unpleasant, but didn't mind going on","Distortions (e.g., screen warping or rotating), Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes)","['mostly', 'flashing', 'image', 'sometimes', 'focused', 'specific', 'place', 'would', 'looking']",No images emerged,Never,No images,No images ,"No change, fully alert in the here and now",,No images ,11.11111111111111,1.19369111275,0.153645833375,0.6097433102500001,0.69626053075,0.33246527775,3.030352633375,0.487390350875,0.988048245625,2.54184941525,0.7939692981249998,0.53040935675,3.124409005875,2.54184941525,3.3294937153750004,-0.9806776317208588,9,aphantasia,aphantasia,1,0,aphantasia
2889,Female,42,10,Less than 10min.,Yes,Mobile phone,"Somewhat enjoyable, but easy to stop","Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes), Colors other than red and black, Complex objects (e.g., animals, faces, buildings)","['mostly', 'general', 'movement', 'sometimes', 'connected', 'movement', 'example', 'circle', 'repeating', 'arch', 'general', 'face', 'little', 'tiny', 'speck', 'blueish', 'like', 'tiny', 'dash', 'shooting', 'across', 'yellow', 'popped', 'periphery', 'hour', 'glass', 'shape']",They began to emerge immediately,Constantly,"Clear, but not vivid",1-2 seconds,"No change, fully alert in the here and now",,All over the screen,11.11111111111111,1.1797126399166666,0.2377937915416666,1.531083800625,1.0321033155,0.2681933755833333,3.46122788475,1.091523232125,1.7372324808333337,2.54468677825,1.0786614207083338,0.9465778417083331,3.528688202208334,2.815396641125,3.669161442291667,1.5631689660872228,27,hyperphantasia,hyperphantasia,3,3,hyperphantasia
2890,Male,27,1,10min.,No,Computer,No feeling about it one way or the other,"Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes)","['mostly', 'black', 'red', 'color', 'sometimes', 'appeared', 'move', 'pattern']",1-2 minutes,1 or 2 times in the whole experience,"Weak, faint, or insubstantial",Brief moment or flash,"No change, fully alert in the here and now",,In the periphery,25.0,1.266612200333333,0.1949891066666666,0.8777233115,0.9997276688333336,0.18164488,3.2238562091666663,0.9766253868333332,1.217156862666667,2.4555985553333333,0.9682920536666666,0.9997936016666666,3.279411764666667,2.6573529411666668,3.510893246166667,-1.298658456446869,8,aphantasia,aphantasia,1,0,aphantasia
2891,Female,41,1,Less than 10min.,Yes,Computer,No feeling about it one way or the other,"Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes)","['mostly', 'different', 'contrasting', 'red', 'like', 'someone', 'trying', 'show', 'something', 'never', 'could', 'form', 'making', 'graphic', 'add', 'solid', 'red', 'background', 'something', 'overlayed', 'transparency', 'level', 'high', 'smidge', 'bit', 'darker', 'red', 'first', 'mostly', 'large', 'crooked', 'x', 'later', 'towards', 'bottom', 'almost', 'like', 'mechanical', 'gear', 'clock', 'occasionally', 'would', 'cheveron', 'print', 'lighter', 'red', 'could', 'barely', 'see', 'gone', 'second', 'later']",5-7 minutes,Infrequently,"Weak, faint, or insubstantial",Brief moment or flash,Became relaxed or sleepy,"I never could make i past the 7 minute mark. as the video progressed, it made my vision start to blur, my eyes lose focus and almost cross, and I became almost in a trance. My eyes kept drooping down, and finally closing with my head drooped down. But, right before my eyes fully closed, and I was out of focus but looking through the eyelashes right before they shut, THEN I could see the most detail. It was very brief and mostly at the bottom of the screen, but my eyes would shut so I lost it. Then in my eyelids (if that makes sense, it was a large black rectangle with bursts behind it. I tried it twice and was so disappointed!!! I wanted it to work SO BAD. OOH! on a previous page about what i saw, I did have a little light coming from the next room beside me. In front of me, I can see into the dark living room. Okay, both times I watched the video, towards the top right corner OUTSIDE of my laptop over in the distance, I saw movement that I know wasn't really there, and as soon as my eyes left the screen, it was gone. That happened a couple of times each time.","when I finally started seeing something it was middle right up a bit, towards the end it was towards the bottom",9.615384615384617,1.3575895427872342,0.3879191910425531,1.2233784139787234,1.1235706041702127,0.4602670928297873,3.139513900148936,0.8720220043829787,1.5079771983617016,2.467195538787234,1.128591656468085,0.8352242617446807,3.253771893404256,2.65749913306383,3.426085377234043,-1.298658456446869,52,aphantasia,aphantasia,1,0,aphantasia
2892,Female,27,1,10min.,No,Computer,No feeling about it one way or the other,"Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes)","['mostly', 'faint', 'streak', 'swirling', 'light']",,,,,Became relaxed or sleepy,"unfocused, relaxed",,20.0,0.9314327485,0.160891813,0.58852339175,1.1516812865,0.19985380125,3.246491228,0.924222488,1.1377990429999998,2.55610047825,0.7046052632500001,0.82535885175,3.246491228,2.55610047825,3.496491228,-1.298658456446869,5,aphantasia,aphantasia,1,0,aphantasia
2893,Male,31,2,10min.,Yes,Computer,No feeling about it one way or the other,"Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes)","['mostly', 'horizontal', 'virtical', 'white', 'line', 'sometimes', 'change', 'angle', 'slanted', 'line']",5-7 minutes,1 or 2 times in the whole experience,"Weak, faint, or insubstantial",Brief moment or flash,"No change, fully alert in the here and now",,In the center,20.0,1.1555555555,0.185307017625,1.11370614025,0.8055555555,0.1991959065,3.55782163725,0.991948621625,1.195989975,2.151817042625,0.62863408525,0.79517543875,3.599488303875,2.151817042625,3.60314327475,-0.9806776317208588,10,aphantasia,aphantasia,1,0,aphantasia
2894,Female,39,5,10min.,Yes,Computer,"Somewhat enjoyable, but easy to stop","Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes), Colors other than red and black","['mostly', 'moving', 'geometric', 'pattern', 'sometimes', 'blocky', 'sometimes', 'wavy']",1-2 minutes,Constantly,Clear and moderately vivid,1-2 seconds,Became relaxed or sleepy,"Mildly meditationey, a little relaxed.",All over the screen,12.5,1.3739495797142858,0.1304271709999999,1.2037815125714284,0.9529061624285714,0.1532446311428571,2.768849206285714,0.913215901285714,1.3352472214285716,2.203483112857143,0.9702867017142855,0.8891201622857142,2.8640873014285715,2.3313328849999997,2.9400046869999996,-0.0267351575428282,8,typical_imagery,typical_imagery,0,2,typical_imagery
2895,Male,44,2,10min.,Yes,Computer,"Somewhat unpleasant, but didn't mind going on","Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes)","['mostly', 'red', 'black']",1-2 minutes,Infrequently,"Weak, faint, or insubstantial",,"No change, fully alert in the here and now",,,0.0,0.7788671023333333,0.1862745096666666,0.3725490196666667,0.5991285403333334,0.2047930283333333,3.786492374666667,0.319607843,0.581372549,2.353921568666667,0.6068627449999999,0.4784313726666667,3.786492374666667,2.353921568666667,3.786492374666667,-0.9806776317208588,3,aphantasia,aphantasia,1,0,aphantasia
2896,Male,27,2,10min.,Yes,iPad,"Somewhat enjoyable, but easy to stop","Distortions (e.g., screen warping or rotating), Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes), Colors other than red and black","['mostly', 'red', 'black', 'shape', 'sometimes', 'could', 'see', 'something', 'could', 'look', 'like', 'ocean', 'turning', 'star', 'night', 'sky', 'happened', 'maybe', 'five', 'ten', 'second', 'couple', 'time', 'also', 'felt', 'like', 'getting', 'bigger', 'sometimes', 'sliding', 'downwards', 'fan', 'rotating', 'corner', 'sometimes', 'turned', 'cartoonish', 'sun', 'concentrate', 'anything', 'flickering', 'simple', 'shape', 'appear', 'sometimes', 'blue', 'colored', 'beam', 'fading', 'bottom', 'sometimes', 'yellow', 'shade']",5-7 minutes,Infrequently,"Weak, faint, or insubstantial","Brief moment or flash, 1-2 seconds, Persisting several seconds, Constant, morphing from one image to the next","No change, fully alert in the here and now, As if in a dreamlike state, Anxiety","For the most time I felt normal. I felt some tingling in my stomach, hands and feet a couple of times, and I got an anxious feeling a couple of times halfway through and towards the end. I have an anxiety disorder and this sometimes happens when I try to meditate too, but I don’t know why. ",All over the screen,5.660377358490567,1.1498573775799996,0.3074304555199998,1.1146068078200002,1.0589700867999996,0.3581421080799998,3.21881695856,0.9364893875,1.34082226514,2.603232055260001,0.94014136946,0.9020973199999998,3.413341505219999,2.736695861840001,3.5518576240400006,-0.9806776317208588,53,aphantasia,aphantasia,1,0,aphantasia
2897,Female,59,1,10min.,Yes,Ipad,No feeling about it one way or the other,Colors other than red and black,"['mostly', 'red', 'flickering', 'bottom', 'visual', 'field', 'seemed', 'darker', 'top', 'brighter', 'occasionally', 'random', 'seemingly', 'shapeless', 'color', 'red', 'primarily', 'blue', 'steel', 'grey', 'time', 'green', 'yellow', 'sort', 'boring', 'tried', 'taking', 'glass', 'holding', 'close', 'face', 'fill', 'visual', 'field', 'change', 'eye', 'would', 'get', 'dry', 'would', 'blink', 'slowly', 'eye', 'shut', 'could', 'see', 'red', 'flashing', 'around', 'periphery', 'visual', 'field', 'black']",1-2 minutes,Infrequently,"Weak, faint, or insubstantial, Clear, but not vivid",,"No change, fully alert in the here and now",,,7.547169811320755,0.9233461805714288,0.2310451430612244,1.1737077196122447,0.805884552510204,0.2715808208163264,3.604710258448981,0.6678053175714287,1.1904732318775508,2.7536519369591836,0.7753146872244898,0.5964825529795917,3.695780019673471,3.0070456252653073,3.8366402826734713,-1.298658456446869,53,aphantasia,aphantasia,1,0,aphantasia
2898,Male,34,1,Less than 10min.,Yes,Computer,"Somewhat unpleasant, but didn't mind going on","Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes)","['mostly', 'black', 'x', 'dividing', 'roughly', 'quarter', 'time', 'image', 'trying', 'form', 'like', 'black', 'shadow', 'vague', 'hint', 'one', 'example', 'great', 'wall', 'china', 'movie', 'mulan', 'knew', 'scene', 'supposed', 'image', 'vague', 'shadow']",A few seconds,Infrequently,"Weak, faint, or insubstantial",1-2 seconds,Became relaxed or sleepy,I may have dozed off a few times. I had a hard time staying awake.,In the center,7.142857142857142,1.322672295269231,0.2723967947307691,0.9525535382692308,0.9132128690384615,0.3124184693076923,3.228142082846154,0.7101351133846155,1.2445135273461538,2.776727877307692,1.1868597776153846,0.7006064841153846,3.473979578730769,2.830542702846153,3.6610966412307695,-1.298658456446869,28,aphantasia,aphantasia,1,0,aphantasia
2899,Male,24,0,10min.,Yes,Computer,No feeling about it one way or the other,"Distortions (e.g., screen warping or rotating), Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes)","['mostly', 'bunch', 'line', 'curved', 'line', 'circle', 'intense', 'thing', 'instead', 'flash', 'became', 'static', 'square', 'appearance', 'reminded', 'old', 'tv', 'static', 'especially', 'white', 'noise', 'playing', 'square', 'top', 'left', 'became', 'smaller', 'square', 'everywhere', 'else', 'became', 'bigger', 'eventually', 'shifting', 'side', 'morphed', 'flashing', 'spike', 'spike', 'edge', 'pointing', 'spike', 'appeared', 'radial', 'pattern', 'center', 'everything', 'started', 'rotating', 'stretching', 'going', 'spiral', 'second', 'everything', 'became', 'stretched', 'distorted', 'spike', 'merged', 'back', 'flashing', 'happened', 'around', 'minute', 'nothing', 'else', 'like', 'happened']",1-2 minutes,Infrequently,"Weak, faint, or insubstantial",Persisting several seconds,"No change, fully alert in the here and now",,All over the screen,20.588235294117645,1.3471910160000005,0.3646813048518518,1.4573228811851855,0.9657634859814814,0.3999656198703704,3.401230307685185,0.9970182468333332,1.6190881355000004,2.2658209627777777,0.8015189049999998,0.8415566305185185,3.545430586888888,2.4824881087037034,3.623522980888888,-1.6166392811728794,68,aphantasia,aphantasia,1,0,aphantasia
2900,Female,29,7,10min.,Yes,Computer,No feeling about it one way or the other,"Distortions (e.g., screen warping or rotating), Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes), Complex environments (e.g., cityscapes, forests)","['mostly', 'shape', 'pattern', 'occasionally', 'imagery', 'realistic', 'reminded', 'scenery', 'like', 'spinning', 'outer', 'space', 'ferris', 'wheel', 'countryside', 'car', 'window', 'zooming', 'long', 'hallway', 'etc']",1-2 minutes,Frequently,"Clear, but not vivid",1-2 seconds,Lost a sense of time,"I just lost a sense of time. Usually I have a really hard time sitting still for even a moment, but the 10 mins were up really fast.",In the center,19.047619047619047,1.440356441882353,0.2771792515294117,1.5108862120588231,0.8318912910588234,0.4965422856470587,3.604160126411765,1.193599929764706,1.7190543859411764,2.8145015075882354,0.7702283916470587,0.9230947636470588,3.679790378529412,2.8268854084705883,3.7845793116470583,0.6092264919091922,21,typical_imagery,typical_imagery,0,2,typical_imagery
2901,genderfluid,24,1,10min.,Yes,Computer,"Somewhat unpleasant, but didn't mind going on","Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes), Colors other than red and black","['mostly', 'simple', 'shape', 'line', 'twice', 'felt', 'could', 'see', 'complex', 'image', 'unable', 'make', 'sometimes', 'sense', 'looking', 'space', 'wasnt', 'actually']",A few seconds,1 or 2 times in the whole experience,"Weak, faint, or insubstantial",Brief moment or flash,"As if in a dreamlike state, Lost a sense of time, Lost a sense of space","it almost felt out of body, but not quite as intense.",In the center,5.555555555555555,1.2676046768235292,0.4019182182941176,1.322720752235294,1.1798838772941178,0.3746602304705882,3.0870173657647055,0.8716160354117646,1.457792838470588,2.570285286470588,0.9905218641176472,0.7617626823529412,3.2897771848823525,2.754272214588235,3.394742814117647,-1.298658456446869,18,aphantasia,aphantasia,1,0,aphantasia
2902,Male,36,1,Less than 10min.,No,Computer,"Somewhat unpleasant, but didn't mind going on","Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes), Colors other than red and black","['mostly', 'intense', 'red', 'flicker', 'blue', 'regular', 'hexagonal', 'shape', 'faintly', 'across', 'whole', 'one', 'point', 'large', 'amorphous', 'blob', 'orange', 'second']",1-2 minutes,Frequently,"Weak, faint, or insubstantial",Persisting several seconds,Became relaxed or sleepy,Quite unpleasantly intense but started drifting off - probably the white noise causing sleepiness!,All over the screen,0.0,0.947660868722222,0.6245279747777778,1.1949231356666667,0.8171383711111111,0.5530476122777778,3.3589178631111114,0.7841261061111112,1.5037479939444445,2.3876989385,1.0069258700555554,0.7889931800555555,3.4003121985555556,2.483392718444444,3.476230480055556,-1.298658456446869,18,aphantasia,aphantasia,1,0,aphantasia
2903,Female,59,3,10min.,Yes,Computer,No feeling about it one way or the other,"Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes), Colors other than red and black","['mostly', 'shape', 'made', 'earth', 'dry', 'cracking', 'otherwise', 'brief', 'glimpse', 'skyline', 'thing', 'sort', 'human', 'humanoid', 'running', 'motion']",1-2 minutes,Frequently,"Clear, but not vivid",Persisting several seconds,Became relaxed or sleepy,,In the periphery,0.0,1.6133215621875,0.44391178625,1.763974081875,1.1385994474375,0.570275950375,3.5647088385625,1.6687969924374997,2.0700814536875,2.6763314536875,1.4862781955000002,1.357628446125,3.629593707,3.0298558897500003,3.7357569014375,-0.6626968069948487,16,aphantasia,aphantasia,1,0,aphantasia
2904,Female,26,5,Less than 10min.,No,Mobile phone,"Somewhat enjoyable, but easy to stop",I saw a windmill turning close up.,"['mostly', 'windmill', 'first', 'felt', 'like', 'red', 'depth', 'like', 'room', 'could', 'reach', 'hand']",A few seconds,Infrequently,"Clear, but not vivid",Persisting several seconds,Became relaxed or sleepy,I felt like I had slightly hypnotized but it was easy to pull myself out of it. It probably would have been harder if the screen was bigger ,In the center,0.0,1.0763806475,0.3842289548333333,1.7584994962499998,1.3621075259166668,0.5407897296666667,2.967747135416667,0.9593610251666664,1.9422729618333332,2.1913312693333338,1.1163112028333335,0.95325794075,3.4297108683333337,2.950761094,3.74781310925,-0.0267351575428282,12,typical_imagery,typical_imagery,0,2,typical_imagery
2905,Male,29,1,10min.,Yes,Computer,"Somewhat enjoyable, but easy to stop","Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes), Colors other than red and black","['mostly', 'kaleidoscopic', 'image', 'morph', 'seemingly', 'randomly', 'shift', 'drastically', 'blinked', 'blink', 'little', 'longer', 'normal', 'would', 'see', 'vivid', 'green', 'towards', 'end', 'actively', 'tried', 'imagine', 'shape', 'succeeded', 'extremely', 'limited', 'success', 'felt', 'like', 'kaleidoscope', 'shifted', 'create', 'image', 'trying', 'visualize', 'allowed', 'sort', 'see', 'negative', 'space', 'kind', 'way']","1-2 minutes, 5-7 minutes",1 or 2 times in the whole experience,"Weak, faint, or insubstantial",1-2 seconds,"Lost a sense of time, Lost a sense of space",I felt like I had a blank stare while the flickering on the screen seemed to speed up almost out of my range of perception.  I would go in and out of this state as thoughts popped into my mind and my eyes watered causing me to blink more.,,7.142857142857142,1.1511114258717947,0.3183972059743589,1.0532003915641026,1.2746193521025642,0.3454985818461538,3.318402585564102,0.8424037950000002,1.366127147666667,2.9727824806666656,1.0616243405641026,0.7980811586153848,3.4508814070512814,3.078820010384615,3.6651295428205137,-1.298658456446869,42,aphantasia,aphantasia,1,0,aphantasia
2906,Male,35,8,10min.,Yes,Computer,No feeling about it one way or the other,"Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes), Colors other than red and black, Complex objects (e.g., animals, faces, buildings), Complex environments (e.g., cityscapes, forests)","['mostly', 'landscape', 'abstract', 'atmosphere', 'sequence', 'moving', 'long', 'winding', 'tunnel', 'looked', 'like', 'could', 'part', 'huge', 'spaceship', 'movie', 'sometimes', 'like', 'flying', 'violent', 'storm', 'sequence', 'pulsating', 'concentric', 'ring', 'emanating', 'large', 'eye', 'later', 'turned', 'organic', 'felt', 'like', 'moving', 'intestinal', 'passage', 'huge', 'creature', 'sense', 'movement', 'throughout', 'towards', 'end', 'series', 'distorted', 'face', 'appeared', 'time', 'appeared', 'almost', 'entirely', 'blue', 'arc', 'white', 'light', 'vivid', 'prismatic', 'color', 'emerged', 'slowly', 'intensified', 'end']",A few seconds,Constantly,"Clear, but not vivid",Persisting several seconds,"As if in a dreamlike state, Felt transported to another place","There was a sense of actually being in the landscapes rather than simply seeing images of them. In the last few minutes, my thoughts drifted & became strange, somewhat like the hypnogogic state.",All over the screen,14.516129032258066,1.4365479227169806,0.3244964173207547,1.250180389962264,1.1490133491509436,0.4125344808867924,3.322989841433962,1.1729980338679245,1.52980964735849,2.60591478181132,1.1757697903018869,1.0782499628679243,3.51268908262264,2.8192495061320755,3.641827735943395,0.9272073166352024,62,typical_imagery,typical_imagery,0,2,typical_imagery
2907,Female,44,7,10min.,Yes,Computer,No feeling about it one way or the other,"Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes), Colors other than red and black","['mostly', 'like', 'light', 'colored', 'beam', 'beam', 'bouncing', 'back', 'n', 'forth', 'left', 'right', 'like', 'tennis', 'ball', 'volley', 'continuous', 'beam']",1-2 minutes,Frequently,"Weak, faint, or insubstantial, Clear, but not vivid","Persisting several seconds, Constant, morphing from one image to the next",Became relaxed or sleepy,,All over the screen,5.555555555555555,1.007107463764706,0.2080992200588235,1.313356253235294,0.9395349497058822,0.2569090871176471,3.1846915622941174,1.2238958302941174,1.771560641764706,2.3104258808235296,1.0577559094705884,0.8957365841764705,3.335952066529412,2.6439871123529417,3.427832394470588,0.6092264919091922,18,typical_imagery,typical_imagery,0,2,typical_imagery
2908,Male,32,2,Didn't time it,Yes,Computer,"Somewhat unpleasant, but didn't mind going on","Distortions (e.g., screen warping or rotating), Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes), Colors other than red and black","['mostly', 'like', 'texture', 'image', 'partly', 'red', 'partly', 'teal', 'sometimes', 'moire', 'texture', 'sometimes', 'argyle', 'sometimes', 'band', 'light', 'moving', 'around', 'static', 'also', 'moment', 'felt', 'like', 'expanding']",,,,,almost like an impending headache; a little annoyed,,,8.333333333333332,1.2477367966363635,0.3674444579090909,1.437295322681818,1.097412608590909,0.4001910971818181,2.7200985214545454,0.9229332245909092,1.5597239700909091,2.484910795272727,1.210155007909091,0.8791961652272725,3.1323165665909087,2.740741783409091,3.307523300363637,-0.9806776317208588,24,aphantasia,aphantasia,1,0,aphantasia
2909,Male,63,5,10min.,Yes,Computer,"Somewhat unpleasant, but didn't mind going on","Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes), Colors other than red and black","['mostly', 'line', 'crystalline', 'structure', 'without', 'distinct', 'shape']",A few seconds,1 or 2 times in the whole experience,"Weak, faint, or insubstantial",1-2 seconds,"No change, fully alert in the here and now",,All over the screen,0.0,1.1408177307142855,0.3523207529999999,1.510924984,0.5408005307142858,0.3324303405714285,3.603497100571429,0.7228396621428571,1.2419262441428571,1.9865282954285717,0.6962416545714286,0.6144763168571429,3.603497100571429,1.9865282954285717,3.603497100571429,-0.0267351575428282,7,typical_imagery,typical_imagery,0,2,typical_imagery
2910,Male,52,3,Less than 10min.,Yes,Computer,"Somewhat unpleasant, but didn't mind going on","Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes)","['mostly', 'line', 'shape', 'nothing', 'distinct']",A few seconds,Frequently,"Weak, faint, or insubstantial",Brief moment or flash,"no real change, beginnings of a headache.",That's feeling I was about to get a migraine which why I stopped it when I did.,All over the screen,0.0,1.2895424838,0.3816993466,1.4418300652,0.739869281,0.3921568628,3.3202614378,0.7325814535999999,1.2512280702,2.1904260652,0.6927568922,0.5625814536,3.34248366,2.1904260652,3.5939456484000005,-0.6626968069948487,5,aphantasia,aphantasia,1,0,aphantasia
2911,Female,58,5,Less than 10min.,Yes,Mobile phone,"Unpleasant, wanted it to stop","Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes), Colors other than red and black, Complex objects (e.g., animals, faces, buildings)","['mostly', 'morphing', 'shape', 'took', 'image', 'shimmering', 'wreathes', 'snake']",A few seconds,Frequently,"Weak, faint, or insubstantial, Clear, but not vivid, Clear and moderately vivid","1-2 seconds, Constant, morphing from one image to the next",Became relaxed or sleepy,"Auditory experiment was like a meditative state or the feeling when doing neurofeedback. Relaxing, pleasant.",In the center,12.5,1.055708343857143,0.1230558889999999,1.673165023714286,0.6746929074285715,0.1509337067142857,3.9534195497142854,0.6705469028571428,1.6904448621428574,2.4580110991428574,0.7244316147142856,0.6941371284285714,3.9534195497142854,2.758011099142857,3.958881734571429,-0.0267351575428282,8,typical_imagery,typical_imagery,0,2,typical_imagery
2912,Male,20,3,10min.,Yes,Computer,"Somewhat unpleasant, but didn't mind going on","Distortions (e.g., screen warping or rotating), Colors other than red and black","['mostly', 'movement', 'rotation', 'circle', 'sharp', 'line', 'bit', 'green', 'little', 'imigiary', 'top']",5-7 minutes,Infrequently,"Weak, faint, or insubstantial",Persisting several seconds,Became relaxed or sleepy,,All over the screen,9.090909090909092,0.9611370299,0.3146848779,1.639816968,0.8368580369,0.1347273941,3.7976672389,1.2082209555,1.7391268494999998,2.2469552915,1.1675119251,0.9992756084,3.8738577151,2.6252813485999997,4.0124475483,-0.6626968069948487,11,aphantasia,aphantasia,1,0,aphantasia
2913,Male,27,9,Less than 10min.,Yes,Computer,No feeling about it one way or the other,"Wormholes, train tunnels, some spheres","['mostly', 'nothing', 'occasionally', 'felt', 'like', 'going', 'wormhole', 'see', 'simple', 'spinning', 'line', 'spinning', 'plane', 'space']",1-2 minutes,Infrequently,"Weak, faint, or insubstantial",1-2 seconds,"No change, fully alert in the here and now",,In the center,0.0,1.3861949605,0.2739894204285714,1.3345572438571427,1.2478137307857142,0.3176940075,2.995920912142857,1.4338912757142857,1.6017752715714286,2.5679675380000004,0.922666786,1.1948651389285716,3.261107688642857,2.774940327071429,3.423633049642857,1.2451881413612125,14,typical_imagery,typical_imagery,0,2,typical_imagery
2914,Male,20,9,10min.,Yes,Computer,"Somewhat enjoyable, but easy to stop","Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes), Colors other than red and black, Complex environments (e.g., cityscapes, forests)","['mostly', 'pattern', 'submerging', 'landscape', 'like', 'minute']",A few seconds,Constantly,"Clear, but not vivid","Constant, morphing from one image to the next","Became relaxed or sleepy, As if in a dreamlike state",Loss of focus,All over the screen,16.666666666666664,1.5544547646000002,0.3758563076,1.0229298736,1.4293282226,0.6374121578,2.7990859502000003,0.7128173374,1.198606811,2.644365325,1.1283591332,0.7853250773999999,3.1738758662000004,2.644365325,3.3273168214,1.2451881413612125,6,typical_imagery,typical_imagery,0,2,typical_imagery
2915,Male,35,8,10min.,Yes,Mobile phone,"Enjoyable, didn't want it to stop","Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes), Colors other than red and black","['mostly', 'pattern', 'morphed', 'oscillation', 'center', 'first', 'side', 'side', 'every', 'direction', 'everything', 'pretty', 'symmetrical', 'awhile', 'pattern', 'oscillation', 'would', 'change', 'randomly', 'become', 'le', 'symmetric', 'swirl', 'happening', 'one', 'point', 'seem', 'like', 'pattern', 'changing', 'quickly', 'changed', 'fast', 'swirl', 'like', 'water', 'drain', 'feeling', 'stomach', 'like', 'going', 'first', 'drop', 'roller', 'coaster', 'unexpected', 'mind', 'quickly', 'snapped', 'back', 'control', 'pattern', 'swirl', 'became', 'somewhat', 'simple']",A few seconds,Constantly,Clear and moderately vivid,"Constant, morphing from one image to the next",Lost a sense of time,Thinks seemed normal until I experienced a swirl that gave me a physical reaction and then my mind snapped back to control. I'm not sure how my consciousness was before but the feeling of losing control in that one moment set off some alarms in my conscience brain and really slammed me back in control.,In the center,12.5,1.589773211,0.4411507528163265,1.3035522034693878,1.394831142265306,0.4021806325510204,3.035464192285714,1.230953172714286,1.7520313793469382,2.399969095959184,1.384251600346939,1.3066313558163265,3.2876307732244903,2.758158574755102,3.4290072498163267,0.9272073166352024,56,typical_imagery,typical_imagery,0,2,typical_imagery
2916,Male,27,3,Less than 10min.,Yes,Computer,"Somewhat enjoyable, but easy to stop","Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes)","['mostly', 'pattern', 'kind', 'artifact', 'get', 'vision', 'close', 'eye', 'em', 'put', 'little', 'pressure', 'concentrating', 'middle', 'could', 'make', 'shape', 'point', 'star', 'extended', 'center', 'periphery', 'minute', 'visual', 'diference', 'whas', 'constant', 'pattern', 'became', 'spiral', 'meaning', 'could', 'picture', 'rotational', 'motion', 'artifact', 'clock', 'wise', 'diferent', 'time']",1-2 minutes,Frequently,"Weak, faint, or insubstantial, Clear, but not vivid","Persisting several seconds, Constant, morphing from one image to the next",Became relaxed or sleepy,"Not that substancial, only slight desorientantion due to bright lighst in a dark room sitting close to the monitor and a increase in sharpnes and concentration due to be performing a diferent type of activity with no external imputs, as well as expecting some kind of visual ilusions.","In the center, In the periphery",15.0,1.2959742204117646,0.195430861235294,1.341320416029412,1.0506788427647058,0.2387762160588235,3.349178223647059,0.7370966342941178,1.636384574470588,2.624046419382353,0.9061951303529412,0.7344823997352942,3.455195140205882,2.889838350205882,3.584220499294118,-0.6626968069948487,40,aphantasia,aphantasia,1,0,aphantasia
